order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,item_count,total_item_price,total_freight,product_id,product_category_name_english,total_payment_value,payment_installments,payment_type,review_score,order_revenue,purchase_month,purchase_year,purchase_dow,purchase_hour,delivery_days_actual,delivery_delay
ord_20,cust_436,delivered,2023-08-16,2023-08-16 05:00:00,2023-08-17,2023-08-20,2023-08-26,u_cust_436,1412,Belo Horizonte,MG,1412,-22.73267045163732,-46.22669132980241,Unknown,Unknown,,,,,,1383.2482242896035,5,debit_card,5.0,,8,2023,2,0,4,-6
ord_21,cust_675,delivered,2023-09-28,2023-09-28 01:00:00,2023-09-29,2023-10-11,2023-10-08,u_cust_675,4579,Belo Horizonte,MG,4579,-22.74596460155249,-46.33805041352011,Unknown,Unknown,,,,,,258.6766722801831,6,boleto,5.0,,9,2023,3,0,13,3
ord_22,cust_464,delivered,2023-02-12,2023-02-12 17:00:00,2023-02-14,2023-02-16,2023-02-22,u_cust_464,1698,Sao Paulo,MG,1698,-22.747438928730475,-46.90229678889892,Unknown,Unknown,,,,,,592.7351070288527,3,credit_card,5.0,,2,2023,6,0,4,-6
ord_23,cust_285,delivered,2023-12-09,2023-12-09 22:00:00,2023-12-10,2023-12-20,2023-12-19,u_cust_285,3975,Salvador,BA,3975,-22.33163477340957,-46.33232604899171,Unknown,Unknown,,,,,,557.2759589058683,8,credit_card,5.0,,12,2023,5,0,11,1
ord_24,cust_264,delivered,2023-11-22,2023-11-22 02:00:00,2023-11-23,2023-12-04,2023-12-02,u_cust_264,8022,Sao Paulo,BA,8022,-22.144488824613493,-46.26208994633501,Unknown,Unknown,2.0,584.0347868417816,68.04094036670841,prod_22,sports_leisure,533.9232015462576,7,credit_card,5.0,652.07572720849,11,2023,2,0,12,2
ord_25,cust_319,delivered,2023-10-29,2023-10-29 13:00:00,2023-10-30,2023-10-31,2023-11-08,u_cust_319,6625,Belo Horizonte,RJ,6625,-22.42491363861489,-46.36727161399244,Unknown,Unknown,1.0,329.9644602854268,48.30363424284245,prod_16,computers_accessories,393.7602301934986,1,debit_card,2.0,378.2680945282693,10,2023,6,0,2,-8
ord_26,cust_672,delivered,2023-12-30,2023-12-30 09:00:00,2023-12-31,2024-01-06,2024-01-09,u_cust_672,4472,Rio de Janeiro,RJ,4472,-22.952601422068835,-46.02751543772384,Unknown,Unknown,1.0,430.79499541947376,27.515014505421007,prod_24,health_beauty,602.1601281805329,5,credit_card,1.0,458.31000992489476,12,2023,5,0,7,-3
ord_27,cust_375,delivered,2023-01-21,2023-01-21 04:00:00,2023-01-22,2023-01-24,2023-01-31,u_cust_375,4672,Belo Horizonte,RJ,4672,-22.961104187753172,-46.79848587457589,Unknown,Unknown,1.0,313.26055972748225,39.149998256320096,prod_38,health_beauty,197.6805195335315,9,boleto,1.0,352.41055798380233,1,2023,5,0,3,-7
ord_28,cust_88,delivered,2023-04-17,2023-04-17 05:00:00,2023-04-18,2023-04-19,2023-04-27,u_cust_88,6892,Sao Paulo,SP,6892,-22.00245177831876,-46.35428965525436,Unknown,Unknown,,,,,,294.6156477547714,6,debit_card,3.0,,4,2023,0,0,2,-8
ord_29,cust_653,delivered,2023-12-02,2023-12-02 11:00:00,2023-12-03,2023-12-05,2023-12-12,u_cust_653,7881,Belo Horizonte,SP,7881,-22.03853254094899,-46.43206347312927,Unknown,Unknown,1.0,390.35346850679656,8.578387098342445,prod_34,sports_leisure,396.3843438588231,8,boleto,2.0,398.931855605139,12,2023,5,0,3,-7
ord_30,cust_202,delivered,2023-10-30,2023-10-30 19:00:00,2023-11-01,2023-11-12,2023-11-09,u_cust_202,3976,Sao Paulo,RJ,3976,-22.77182228287083,-46.973743181190095,Unknown,Unknown,,,,,,530.9610387514406,1,credit_card,5.0,,10,2023,0,0,13,3
ord_31,cust_738,delivered,2023-04-27,2023-04-27 21:00:00,2023-04-28,2023-05-04,2023-05-07,u_cust_738,2531,Belo Horizonte,SP,2531,-22.111115725916168,-46.26950185389908,Unknown,Unknown,,,,,,619.1546913765036,7,credit_card,1.0,,4,2023,3,0,7,-3
ord_32,cust_333,delivered,2023-05-04,2023-05-04 03:00:00,2023-05-06,2023-05-09,2023-05-14,u_cust_333,1574,Belo Horizonte,RJ,1574,-22.509641964834813,-46.12252080409117,Unknown,Unknown,,,,,,221.1631827950864,3,boleto,4.0,,5,2023,3,0,5,-5
ord_33,cust_221,delivered,2023-10-08,2023-10-08 12:00:00,2023-10-10,2023-10-15,2023-10-18,u_cust_221,8158,Belo Horizonte,SP,8158,-22.42700635588641,-46.42343603657739,Unknown,Unknown,,,,,,419.7179978216839,9,debit_card,4.0,,10,2023,6,0,7,-3
ord_34,cust_40,delivered,2023-10-19,2023-10-19 19:00:00,2023-10-21,2023-11-01,2023-10-29,u_cust_40,8513,Salvador,BA,8513,-22.78422500355731,-46.4233266822408,Unknown,Unknown,,,,,,444.61169164733616,6,debit_card,4.0,,10,2023,3,0,13,3
ord_35,cust_707,delivered,2023-07-22,2023-07-22 19:00:00,2023-07-23,2023-08-01,2023-08-01,u_cust_707,7376,Salvador,MG,7376,-22.38719942786387,-46.29938618159246,Unknown,Unknown,,,,,,484.1274686281871,5,boleto,5.0,,7,2023,5,0,10,0
ord_36,cust_67,delivered,2023-02-20,2023-02-20 13:00:00,2023-02-21,2023-03-06,2023-03-02,u_cust_67,8916,Sao Paulo,MG,8916,-22.531887609545077,-46.98428341698071,Unknown,Unknown,1.0,295.3413718125957,16.56462808899264,prod_48,computers_accessories,305.0518636228913,8,credit_card,5.0,311.90599990158836,2,2023,0,0,14,4
ord_37,cust_775,delivered,2023-09-28,2023-09-28 07:00:00,2023-09-30,2023-10-09,2023-10-08,u_cust_775,2605,Sao Paulo,SP,2605,-22.133871247707685,-46.116107762458896,Unknown,Unknown,1.0,240.5610879537524,32.91298936648632,prod_48,computers_accessories,655.2256311006846,8,voucher,3.0,273.47407732023873,9,2023,3,0,11,1
ord_38,cust_513,delivered,2023-11-20,2023-11-20 15:00:00,2023-11-21,2023-12-03,2023-11-30,u_cust_513,2365,Belo Horizonte,BA,2365,-22.050101016169016,-46.33693695087081,Unknown,Unknown,1.0,142.28844143773762,19.86384594005953,prod_39,sports_leisure,1012.86599760195,3,boleto,3.0,162.15228737779714,11,2023,0,0,13,3
ord_39,cust_636,delivered,2023-10-04,2023-10-04 23:00:00,2023-10-06,2023-10-15,2023-10-14,u_cust_636,1249,Belo Horizonte,BA,1249,-22.157542272289213,-46.28454304464018,Unknown,Unknown,1.0,462.5539884632829,12.649541585793678,prod_15,watches_gifts,195.52948025461188,2,boleto,3.0,475.20353004907656,10,2023,2,0,11,1
ord_40,cust_621,delivered,2023-05-21,2023-05-21 07:00:00,2023-05-22,2023-05-30,2023-05-31,u_cust_621,4636,Belo Horizonte,MG,4636,-22.65233432924113,-46.446223437400754,Unknown,Unknown,,,,,,569.8416551539467,2,boleto,4.0,,5,2023,6,0,9,-1
ord_41,cust_597,delivered,2023-10-02,2023-10-02 08:00:00,2023-10-03,2023-10-04,2023-10-12,u_cust_597,8409,Salvador,RJ,8409,-22.048853768594583,-46.68170261416667,Unknown,Unknown,4.0,745.1740414790006,114.76030042956097,prod_0,health_beauty,980.6735579309716,5,credit_card,5.0,859.9343419085616,10,2023,0,0,2,-8
ord_42,cust_631,delivered,2023-10-17,2023-10-17 05:00:00,2023-10-19,2023-10-31,2023-10-27,u_cust_631,6565,Salvador,BA,6565,-22.354968665448048,-46.22397782155976,Unknown,Unknown,,,,,,178.6949480640829,7,debit_card,4.0,,10,2023,1,0,14,4
ord_43,cust_126,delivered,2023-11-30,2023-11-30 21:00:00,2023-12-02,2023-12-09,2023-12-10,u_cust_126,2678,Belo Horizonte,RJ,2678,-22.339352110861437,-46.26561635864505,Unknown,Unknown,1.0,379.2350453144182,31.767472124937683,prod_36,watches_gifts,390.5042973703109,8,credit_card,3.0,411.00251743935587,11,2023,3,0,9,-1
ord_44,cust_254,delivered,2023-02-21,2023-02-21 14:00:00,2023-02-23,2023-03-03,2023-03-03,u_cust_254,4446,Sao Paulo,MG,4446,-22.38487341744969,-46.3630423819792,Unknown,Unknown,1.0,187.80089397650815,35.77293637904127,prod_14,computers_accessories,1523.2834971421646,8,boleto,5.0,223.57383035554943,2,2023,1,0,10,0
ord_45,cust_694,delivered,2023-01-27,2023-01-27 04:00:00,2023-01-28,2023-02-03,2023-02-06,u_cust_694,4266,Belo Horizonte,MG,4266,-22.36346969058601,-46.89181380511996,Unknown,Unknown,1.0,203.47391360695588,9.761016174086295,prod_24,health_beauty,267.4993902254757,8,credit_card,2.0,213.23492978104218,1,2023,4,0,7,-3
ord_46,cust_15,delivered,2023-06-06,2023-06-06 23:00:00,2023-06-08,2023-06-17,2023-06-16,u_cust_15,6051,Sao Paulo,SP,6051,-22.41948072332363,-46.07591806590924,Unknown,Unknown,1.0,160.94354804473963,25.352353053011253,prod_32,computers_accessories,398.2355242228052,3,credit_card,1.0,186.29590109775089,6,2023,1,0,11,1
ord_47,cust_476,delivered,2023-08-27,2023-08-27 10:00:00,2023-08-28,2023-09-02,2023-09-06,u_cust_476,9335,Rio de Janeiro,RJ,9335,-22.2314248275906,-46.10377294269189,Unknown,Unknown,,,,,,965.201588485978,2,boleto,1.0,,8,2023,6,0,6,-4
ord_48,cust_61,delivered,2023-06-05,2023-06-05 20:00:00,2023-06-06,2023-06-12,2023-06-15,u_cust_61,8629,Sao Paulo,RJ,8629,-22.82768816270255,-46.27008437048743,Unknown,Unknown,2.0,749.4753770424454,37.07135152029944,prod_21,computers_accessories,621.5483134443241,4,credit_card,3.0,786.5467285627449,6,2023,0,0,7,-3
ord_49,cust_431,delivered,2023-10-18,2023-10-18 15:00:00,2023-10-19,2023-11-01,2023-10-28,u_cust_431,4974,Belo Horizonte,BA,4974,-22.315524898121524,-46.31304393077221,Unknown,Unknown,,,,,,131.3136610697802,1,voucher,4.0,,10,2023,2,0,14,4
ord_50,cust_669,delivered,2023-05-16,2023-05-16 18:00:00,2023-05-18,2023-05-23,2023-05-26,u_cust_669,8043,Salvador,RJ,8043,-22.07119598000221,-46.99628389972801,Unknown,Unknown,3.0,595.9872216662231,138.85571939253188,prod_14,computers_accessories,268.195056156306,3,credit_card,2.0,734.8429410587551,5,2023,1,0,7,-3
ord_51,cust_267,delivered,2023-05-24,2023-05-24 20:00:00,2023-05-26,2023-06-03,2023-06-03,u_cust_267,8683,Rio de Janeiro,BA,8683,-22.251415652996467,-46.56791628714793,Unknown,Unknown,,,,,,380.4927200413989,9,credit_card,5.0,,5,2023,2,0,10,0
ord_52,cust_34,delivered,2023-04-16,2023-04-16 13:00:00,2023-04-18,2023-04-21,2023-04-26,u_cust_34,4556,Sao Paulo,BA,4556,-22.776061566690306,-46.07952769938611,Unknown,Unknown,,,,,,58.01897429454452,7,debit_card,4.0,,4,2023,6,0,5,-5
ord_53,cust_778,delivered,2023-06-07,2023-06-07 08:00:00,2023-06-08,2023-06-10,2023-06-17,u_cust_778,7986,Belo Horizonte,BA,7986,-22.06224698448852,-46.31812705650324,Unknown,Unknown,,,,,,63.29429596216436,7,debit_card,3.0,,6,2023,2,0,3,-7
ord_54,cust_575,delivered,2023-05-26,2023-05-26 09:00:00,2023-05-27,2023-06-07,2023-06-05,u_cust_575,5964,Belo Horizonte,MG,5964,-22.208511617655244,-46.94666993179325,Unknown,Unknown,2.0,642.6999750199161,59.190856500696164,prod_30,sports_leisure,1204.0252269545988,1,boleto,4.0,701.8908315206123,5,2023,4,0,12,2
ord_55,cust_493,delivered,2023-01-02,2023-01-02 16:00:00,2023-01-04,2023-01-14,2023-01-12,u_cust_493,6334,Rio de Janeiro,RJ,6334,-22.2419264985792,-46.644456493743256,Unknown,Unknown,,,,,,709.5733534213949,7,boleto,3.0,,1,2023,0,0,12,2
ord_56,cust_561,delivered,2023-03-18,2023-03-18 19:00:00,2023-03-19,2023-03-28,2023-03-28,u_cust_561,9662,Salvador,RJ,9662,-22.915372804479908,-46.11077340633658,Unknown,Unknown,5.0,1614.2042945114138,145.2926584455633,prod_22,sports_leisure,715.907270427722,7,debit_card,1.0,1759.496952956977,3,2023,5,0,10,0
ord_57,cust_468,delivered,2023-05-12,2023-05-12 16:00:00,2023-05-13,2023-05-15,2023-05-22,u_cust_468,9082,Rio de Janeiro,BA,9082,-22.481384968364665,-46.28202046597961,Unknown,Unknown,1.0,423.48973893113214,30.723647808835967,prod_39,sports_leisure,296.9701917756817,4,voucher,1.0,454.2133867399681,5,2023,4,0,3,-7
ord_58,cust_766,delivered,2023-03-31,2023-03-31 07:00:00,2023-04-02,2023-04-11,2023-04-10,u_cust_766,7738,Sao Paulo,RJ,7738,-22.42811741173389,-46.21672231871763,Unknown,Unknown,1.0,352.82331229513056,45.437744342456185,prod_25,sports_leisure,817.6997891120402,7,credit_card,4.0,398.26105663758676,3,2023,4,0,11,1
ord_59,cust_660,delivered,2023-12-11,2023-12-11 14:00:00,2023-12-13,2023-12-21,2023-12-21,u_cust_660,5261,Salvador,RJ,5261,-22.50651128626165,-46.4207321704248,Unknown,Unknown,,,,,,539.4951292026839,8,voucher,2.0,,12,2023,0,0,10,0
ord_60,cust_324,delivered,2023-12-16,2023-12-16 14:00:00,2023-12-18,2023-12-19,2023-12-26,u_cust_324,7655,Salvador,BA,7655,-22.11199115399736,-46.0915364857396,Unknown,Unknown,,,,,,471.67561133175207,3,voucher,5.0,,12,2023,5,0,3,-7
ord_61,cust_303,delivered,2023-09-20,2023-09-20 04:00:00,2023-09-21,2023-10-03,2023-09-30,u_cust_303,8806,Sao Paulo,RJ,8806,-22.71433501115328,-46.32223950563733,Unknown,Unknown,1.0,184.1708788390312,8.563388409888162,prod_32,computers_accessories,835.7578065064852,2,debit_card,3.0,192.73426724891937,9,2023,2,0,13,3
ord_62,cust_275,delivered,2023-12-17,2023-12-17 15:00:00,2023-12-18,2023-12-26,2023-12-27,u_cust_275,2060,Salvador,RJ,2060,-22.26553161412468,-46.9667453927874,Unknown,Unknown,1.0,113.65223361162082,17.53093809119057,prod_28,bed_bath_table,660.1802296307715,7,boleto,5.0,131.1831717028114,12,2023,6,0,9,-1
ord_63,cust_683,delivered,2023-04-18,2023-04-18 03:00:00,2023-04-19,2023-04-28,2023-04-28,u_cust_683,2906,Sao Paulo,RJ,2906,-22.92812474629137,-46.81211004972749,Unknown,Unknown,,,,,,307.27671958525127,5,credit_card,1.0,,4,2023,1,0,10,0
ord_64,cust_200,delivered,2023-03-15,2023-03-15 05:00:00,2023-03-16,2023-03-28,2023-03-25,u_cust_200,2843,Rio de Janeiro,SP,2843,-22.76040511703461,-46.2283350617273,Unknown,Unknown,,,,,,266.3687728529908,5,boleto,2.0,,3,2023,2,0,13,3
ord_65,cust_444,delivered,2023-02-08,2023-02-08 01:00:00,2023-02-09,2023-02-19,2023-02-18,u_cust_444,3967,Rio de Janeiro,RJ,3967,-22.65664661358395,-46.4898614580896,Unknown,Unknown,,,,,,429.135816909234,5,voucher,2.0,,2,2023,2,0,11,1
ord_66,cust_323,delivered,2023-06-08,2023-06-08 03:00:00,2023-06-10,2023-06-18,2023-06-18,u_cust_323,3368,Rio de Janeiro,RJ,3368,-22.674169980062604,-46.57784483507252,Unknown,Unknown,,,,,,723.3166387878705,7,voucher,5.0,,6,2023,3,0,10,0
ord_67,cust_34,delivered,2023-03-12,2023-03-12 15:00:00,2023-03-13,2023-03-23,2023-03-22,u_cust_34,4556,Sao Paulo,BA,4556,-22.776061566690306,-46.07952769938611,Unknown,Unknown,2.0,806.5127874721355,43.8034712412276,prod_18,watches_gifts,278.76860703071907,9,boleto,1.0,850.3162587133631,3,2023,6,0,11,1
ord_68,cust_481,delivered,2023-11-08,2023-11-08 08:00:00,2023-11-09,2023-11-18,2023-11-18,u_cust_481,6588,Rio de Janeiro,SP,6588,-22.177218635133837,-46.3063161850288,Unknown,Unknown,3.0,951.9037593833934,79.95191070690649,prod_1,watches_gifts,491.4579527597562,8,boleto,5.0,1031.8556700903,11,2023,2,0,10,0
ord_69,cust_727,delivered,2023-08-29,2023-08-29 04:00:00,2023-08-30,2023-09-01,2023-09-08,u_cust_727,3125,Sao Paulo,SP,3125,-22.406887221675277,-46.91204699163127,Unknown,Unknown,1.0,249.43978162606948,49.59437762735084,prod_21,computers_accessories,491.4579527597562,6,debit_card,4.0,299.0341592534203,8,2023,1,0,3,-7
ord_70,cust_479,delivered,2023-10-25,2023-10-25 02:00:00,2023-10-27,2023-10-30,2023-11-04,u_cust_479,5491,Rio de Janeiro,MG,5491,-22.44209922118949,-46.263277573498605,Unknown,Unknown,4.0,701.93052268466,105.05115674909888,prod_10,bed_bath_table,515.9811663626489,7,boleto,2.0,806.9816794337589,10,2023,2,0,5,-5
ord_71,cust_64,delivered,2023-02-05,2023-02-05 10:00:00,2023-02-07,2023-02-13,2023-02-15,u_cust_64,7439,Rio de Janeiro,BA,7439,-22.287945466308773,-46.90858562323031,Unknown,Unknown,,,,,,643.8653546875187,9,boleto,2.0,,2,2023,6,0,8,-2
ord_72,cust_7,delivered,2023-03-25,2023-03-25 04:00:00,2023-03-27,2023-04-07,2023-04-04,u_cust_7,5426,Rio de Janeiro,SP,5426,-22.962819265058734,-46.54781731463831,Unknown,Unknown,1.0,146.70824946071835,31.98669860336451,prod_30,sports_leisure,1523.2834971421646,6,debit_card,4.0,178.69494806408287,3,2023,5,0,13,3
ord_73,cust_300,delivered,2023-09-20,2023-09-20 03:00:00,2023-09-21,2023-09-23,2023-09-30,u_cust_300,5014,Belo Horizonte,MG,5014,-22.364378635268,-46.56238437126165,Unknown,Unknown,,,,,,621.5483134443241,1,boleto,1.0,,9,2023,2,0,3,-7
ord_74,cust_342,delivered,2023-11-06,2023-11-06 02:00:00,2023-11-08,2023-11-08,2023-11-16,u_cust_342,6691,Salvador,SP,6691,-22.92899892049461,-46.55352209231692,Unknown,Unknown,1.0,262.1238781104497,21.036498698977542,prod_41,sports_leisure,987.99493181758,4,voucher,2.0,283.16037680942725,11,2023,0,0,2,-8
ord_75,cust_430,delivered,2023-06-21,2023-06-21 17:00:00,2023-06-23,2023-06-25,2023-07-01,u_cust_430,9808,Salvador,RJ,9808,-22.035490444008342,-46.00828577121256,Unknown,Unknown,1.0,322.6684324859544,9.997848647674465,prod_12,computers_accessories,725.3516360017352,8,boleto,3.0,332.66628113362884,6,2023,2,0,4,-6
ord_76,cust_423,delivered,2023-06-22,2023-06-22 23:00:00,2023-06-24,2023-07-05,2023-07-02,u_cust_423,4373,Sao Paulo,SP,4373,-22.9557892560643,-46.982674028244304,Unknown,Unknown,,,,,,412.7060123010836,7,credit_card,3.0,,6,2023,3,0,13,3
ord_77,cust_331,delivered,2023-12-28,2023-12-28 21:00:00,2023-12-29,2024-01-02,2024-01-07,u_cust_331,5146,Salvador,BA,5146,-22.07631065897813,-46.76352628263369,Unknown,Unknown,2.0,453.61140562021376,50.01672728442934,prod_36,watches_gifts,394.3396063131898,3,voucher,1.0,503.6281329046431,12,2023,3,0,5,-5
ord_78,cust_437,delivered,2023-02-16,2023-02-16 20:00:00,2023-02-18,2023-02-25,2023-02-26,u_cust_437,8543,Belo Horizonte,MG,8543,-22.69458946902849,-46.95747536648091,Unknown,Unknown,2.0,236.50025462663743,60.46993714904429,prod_31,computers_accessories,209.93566398870863,3,debit_card,4.0,296.9701917756817,2,2023,3,0,9,-1
ord_79,cust_587,delivered,2023-05-21,2023-05-21 23:00:00,2023-05-22,2023-05-28,2023-05-31,u_cust_587,8714,Sao Paulo,SP,8714,-22.1870951692472,-46.651300190860816,Unknown,Unknown,2.0,535.7394691424388,58.239017381412125,prod_27,computers_accessories,169.7135710026456,3,voucher,5.0,593.978486523851,5,2023,6,0,7,-3
ord_80,cust_173,delivered,2023-04-28,2023-04-28 13:00:00,2023-04-29,2023-05-10,2023-05-08,u_cust_173,6791,Belo Horizonte,MG,6791,-22.03184183377248,-46.95911290250933,Unknown,Unknown,2.0,503.1752254172839,50.833332995285886,prod_37,computers_accessories,446.05767832308777,1,debit_card,1.0,554.0085584125698,4,2023,4,0,12,2
